region;municipality;settlement;oktmo;latitude_dd;longitude_dd;year;assets;assets_depreciation;assets_exhausted;assets_new;birth;build_flat;catering;catering_growth;collective_foreign;collective_people;collective_russian;comp_electr;comp_manufact;comp_mining;construction;crimes;criminals;death;doctors;doctors_per10;domesticserv;hospital_beds;hospital_beds_per10;hospitals;industry;invest_budg;invest_fed;invest_reg;investment;job_regist;job_regist_unempl;job_seeker;job_seeker_unempl;living_space;migration;n_companies;new_hospital_beds;new_housing;new_polycl_visits;new_preschool_places;new_school_places;nurses;nurses_per10;pens;pension;polycl_visits;polycl_visits_per10;polyclinic;pop_1_6;pop_old;pop_work;pop_young;population;preschool;preschool_child;preschool_coverage;preschool_places;preschool_waiting;pupils;retail;retail_growth;rni;schools;servises;volume_electr;volume_manufact;volume_mining;volume_water;wage;workers
Нижегородская область;Дзержинск;Дзержинск;22721000001;56.2383333333333;43.4616666666667;2013;67196.3;33.6;8.9;13166.4;10.2;343.0;253.1;80.2;NaN;NaN;NaN;48.0;145.0;2.0;607.4;2824.0;1459.0;15.1;927.0;37.7;NaN;2.8;115.2;14.0;NaN;15.5;12.3;1.0;9627.4;NaN;NaN;820.0;569.0;22.6;-669.0;12671.0;12.0;34.1;10.0;0.0;NaN;2243.0;91.1;85.5;10175.3;5.2;209.4;23.0;14.5;67.6;143.1;35.5;246.1;77.0;11.9;NaN;12.0;3601.0;NaN;9680.8;123.9;-4.9;NaN;NaN;9397.1;51774.2;NaN;NaN;23161.9;48.2
Нижегородская область;Дзержинск;Дзержинск;22721000001;56.2383333333333;43.4616666666667;2014;84931.7;33.7;8.4;17835.4;10.4;585.0;238.6;88.2;NaN;NaN;NaN;50.0;147.0;2.0;476.5;2396.0;1236.0;15.5;840.0;34.3;NaN;2.3;93.0;14.0;NaN;13.3;11.6;0.7;12947.9;NaN;NaN;910.0;584.0;22.9;-277.0;12668.0;0.0;49.3;0.0;220.0;NaN;2091.0;85.5;85.1;11040.7;5.0;206.4;20.0;14.8;68.4;140.2;36.0;244.6;77.0;12.4;NaN;12.3;NaN;NaN;15932.6;122.5;-5.1;NaN;NaN;9259.4;56503.6;NaN;NaN;25780.4;46.7
Нижегородская область;Дзержинск;Дзержинск;22721000001;56.2383333333333;43.4616666666667;2015;91068.9;36.1;9.0;6847.3;11.2;687.0;250.4;96.2;1449.0;46732.0;45283.0;45.0;142.0;2.0;50.8;2618.0;1343.0;15.8;852.0;35.0;NaN;2.0;82.5;9.0;NaN;20.4;16.9;1.6;6213.7;NaN;NaN;1139.0;852.0;23.3;-61.0;13063.0;150.0;50.3;0.0;0.0;NaN;2143.0;88.0;85.2;12276.0;6.0;244.9;26.0;15.0;69.2;137.4;36.8;243.4;78.0;13.0;NaN;12.6;NaN;NaN;16912.5;90.3;-4.6;NaN;NaN;9859.8;67161.5;NaN;NaN;27332.3;45.0
Нижегородская область;Дзержинск;Дзержинск;22721000001;56.2383333333333;43.4616666666667;2016;100064.9;39.4;7.5;7490.8;11.1;690.0;382.7;147.7;1123.0;58751.0;57628.0;NaN;NaN;NaN;348.4;2801.0;1224.0;15.2;907.0;37.5;NaN;2.0;84.5;10.0;NaN;3.7;1.4;1.9;9329.4;NaN;NaN;996.0;812.0;23.6;-424.0;13746.0;0.0;43.5;0.0;0.0;NaN;2176.0;89.9;84.9;12633.8;5.4;222.2;33.0;15.5;69.8;134.6;37.6;242.0;78.0;13.2;NaN;12.6;NaN;NaN;15685.9;87.8;-4.1;NaN;NaN;8308.5;72375.2;1.0;1433.6;30054.9;44.9
Нижегородская область;Дзержинск;Дзержинск;22721000001;56.2383333333333;43.4616666666667;2017;109918.6;41.3;10.3;8254.7;9.5;413.0;493.5;126.3;1448.0;79743.0;78295.0;NaN;NaN;NaN;305.0;3104.0;1156.0;14.8;930.0;38.6;NaN;2.0;83.2;11.0;NaN;18.3;15.7;2.0;9263.0;680.0;551.0;680.0;551.0;23.8;-44.0;13160.0;0.0;32.7;0.0;0.0;NaN;2138.0;88.8;84.7;13555.2;5.4;225.1;32.0;15.9;70.4;132.3;38.1;240.7;77.0;13.4;NaN;12.8;NaN;NaN;17110.6;105.2;-5.3;NaN;NaN;7719.2;73487.4;1.4;1460.7;33989.4;44.7
Нижегородская область;Дзержинск;Дзержинск;22721000001;56.2383333333333;43.4616666666667;2018;121184.0;42.7;8.8;11825.5;9.0;501.0;534.7;107.2;2159.0;88470.0;86311.0;NaN;NaN;NaN;556.3;NaN;NaN;14.8;927.0;38.7;NaN;2.0;83.5;11.0;NaN;13.6;12.1;1.1;12080.3;506.0;407.0;NaN;NaN;24.0;100.0;13031.0;NaN;37.4;0.0;0.0;NaN;2086.0;87.1;84.2;14343.1;5.5;229.1;32.0;15.7;70.6;130.5;38.3;239.4;NaN;13.5;NaN;13.0;NaN;NaN;19911.4;113.1;-5.8;NaN;NaN;7621.1;82384.8;2.3;1774.0;36991.1;45.8
Нижегородская область;Дзержинск;Дзержинск;22721000001;56.2383333333333;43.4616666666667;2019;122439.1;48.6;10.6;7036.4;7.9;352.0;706.7;127.6;1840.0;61539.0;59699.0;NaN;NaN;NaN;57.8;NaN;NaN;14.6;920.0;38.5;NaN;2.0;82.6;11.0;NaN;12.8;5.0;3.2;7360.4;476.0;403.0;NaN;NaN;24.2;1009.0;12616.0;NaN;31.6;0.0;0.0;NaN;2061.0;86.3;83.1;15175.2;5.5;231.7;34.0;15.3;67.9;132.7;38.3;238.8;NaN;13.2;NaN;13.0;NaN;NaN;25105.6;120.9;-6.7;NaN;NaN;7714.8;85015.3;74.1;1933.0;38904.0;48.8
Ивановская область;Город Иваново;Иваново;24701000001;57.0002777777778;40.9738888888889;1985;NaN;NaN;NaN;NaN;13.6;NaN;0.065;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3730.0;2969.0;11.7;3705.0;78.9;0.033;8.0;169.0;26.0;3.4;NaN;NaN;NaN;0.132;NaN;NaN;NaN;NaN;15.4;NaN;NaN;450.0;131.4;250.0;120.0;1568.0;8548.0;181.0;110.2;NaN;6.5;134.8;NaN;NaN;NaN;NaN;NaN;475.7;244.0;30.8;NaN;31.0;NaN;56.3;NaN;NaN;1.9;85.0;0.119;NaN;NaN;NaN;NaN;0.116;255.9
Ивановская область;Город Иваново;Иваново;24701000001;57.0002777777778;40.9738888888889;1990;NaN;NaN;NaN;NaN;11.1;NaN;0.082;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5470.0;2565.0;12.6;3800.0;79.0;0.045;8.6;180.0;29.0;3.8;NaN;NaN;NaN;0.21;NaN;NaN;NaN;NaN;16.4;NaN;NaN;0.0;171.0;127.0;330.0;192.0;9900.0;206.0;114.9;NaN;6.1;126.7;NaN;NaN;NaN;NaN;NaN;480.0;237.0;28.1;NaN;23.4;NaN;53.6;NaN;NaN;-1.5;76.0;0.153;NaN;NaN;NaN;NaN;0.261;232.0
Ивановская область;Город Иваново;Иваново;24701000001;57.0002777777778;40.9738888888889;1995;NaN;NaN;NaN;NaN;7.0;NaN;51.9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10704.0;4981.0;16.7;3942.0;84.0;70.0;7.7;163.1;28.0;2825.0;NaN;NaN;NaN;268.9;23360.0;23360.0;NaN;NaN;17.4;NaN;NaN;84.0;107.0;600.0;0.0;560.0;10574.0;225.4;124.4;NaN;7.9;167.3;60.0;NaN;NaN;NaN;NaN;469.2;170.0;18.1;NaN;19.0;NaN;54.6;NaN;NaN;-9.7;70.0;405.4;NaN;NaN;NaN;NaN;426.8;194.3
Ивановская область;Город Иваново;Иваново;24701000001;57.0002777777778;40.9738888888889;1996;NaN;NaN;NaN;NaN;6.8;NaN;76.5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;210.8;10412.0;5692.0;15.8;3880.0;83.2;149.3;7.8;167.5;26.0;3564.0;35.3;27.9;NaN;394.9;18706.0;18310.0;NaN;NaN;17.7;NaN;8174.0;0.0;73.8;0.0;0.0;0.0;10618.0;227.6;125.2;NaN;8.0;171.8;47.0;NaN;NaN;NaN;NaN;466.6;172.0;18.2;NaN;20.3;NaN;54.9;NaN;NaN;-9.0;69.0;635.7;NaN;NaN;NaN;NaN;552.7;198.4
Ивановская область;Город Иваново;Иваново;24701000001;57.0002777777778;40.9738888888889;1997;NaN;NaN;NaN;NaN;6.6;NaN;76.4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;265.0;9004.0;4204.0;15.8;3510.0;75.7;208.0;7.8;167.9;25.0;3677.0;23.5;13.3;NaN;400.4;10088.0;8740.0;NaN;NaN;17.9;NaN;8810.0;200.0;89.0;0.0;0.0;0.0;9755.0;210.3;124.7;NaN;8.4;180.9;48.0;NaN;NaN;NaN;NaN;463.8;161.0;16.6;NaN;18.3;NaN;55.2;NaN;NaN;-9.2;68.0;795.1;NaN;NaN;NaN;NaN;604.9;184.1
Ивановская область;Город Иваново;Иваново;24701000001;57.0002777777778;40.9738888888889;1998;NaN;NaN;NaN;NaN;6.7;NaN;73.0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;318.7;9501.0;4497.0;15.7;3518.0;76.4;222.0;8.0;174.6;24.0;3605.0;46.8;45.3;NaN;850.8;4912.0;3604.0;NaN;NaN;18.1;NaN;9654.0;0.0;63.0;0.0;0.0;0.0;9931.0;215.6;123.1;NaN;8.5;183.6;49.0;NaN;NaN;NaN;NaN;460.7;148.0;15.6;NaN;17.3;NaN;54.6;NaN;NaN;-9.0;68.0;1057.0;NaN;NaN;NaN;NaN;740.0;166.6
Ивановская область;Город Иваново;Иваново;24701000001;57.0002777777778;40.9738888888889;1999;NaN;NaN;NaN;NaN;6.4;NaN;122.3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;414.4;11896.0;5473.0;17.5;3465.0;75.9;335.4;8.0;175.3;24.0;5082.0;18.7;15.3;NaN;312.4;5015.0;1032.0;NaN;NaN;18.7;NaN;10819.0;0.0;67.4;0.0;0.0;0.0;9850.0;215.8;121.8;NaN;8.4;182.2;47.0;NaN;NaN;NaN;NaN;456.4;141.0;14.6;NaN;16.7;NaN;53.5;3073.2;NaN;-11.1;67.0;1734.4;NaN;NaN;NaN;NaN;1020.0;162.2
Ивановская область;Город Иваново;Иваново;24701000001;57.0002777777778;40.9738888888889;2000;NaN;NaN;NaN;NaN;6.9;NaN;161.2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;400.2;11798.0;5067.0;17.4;3385.0;74.9;278.3;8.0;177.7;24.0;7312.0;15.0;11.7;NaN;782.6;652.0;224.0;NaN;NaN;19.1;NaN;12353.0;0.0;55.5;0.0;0.0;0.0;9705.0;214.7;121.5;NaN;8.4;185.6;48.0;NaN;NaN;NaN;NaN;452.1;135.0;14.5;NaN;16.5;NaN;51.5;4257.7;NaN;-10.5;67.0;1508.9;NaN;NaN;NaN;NaN;1383.0;162.8
Ивановская область;Город Иваново;Иваново;24701000001;57.0002777777778;40.9738888888889;2001;NaN;NaN;NaN;NaN;7.6;NaN;293.0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;524.5;12070.0;4451.0;17.6;3409.0;76.2;380.7;8.0;179.6;24.0;9646.0;25.1;20.9;NaN;860.5;773.0;620.0;NaN;NaN;19.1;NaN;14204.0;0.0;52.1;0.0;0.0;0.0;9667.0;216.2;121.1;NaN;8.4;188.5;49.0;NaN;NaN;NaN;NaN;447.1;128.0;13.8;NaN;15.1;NaN;49.3;5314.3;NaN;-10.0;66.0;2064.4;NaN;NaN;NaN;NaN;2149.0;150.6
Ивановская область;Город Иваново;Иваново;24701000001;57.0002777777778;40.9738888888889;2002;NaN;NaN;NaN;NaN;8.2;702.0;345.6;NaN;NaN;NaN;NaN;NaN;NaN;NaN;590.0;10108.0;3309.0;18.8;3344.0;75.8;410.9;7.8;177.9;24.0;10625.5;13.3;7.6;NaN;886.8;1115.0;966.0;NaN;NaN;19.6;NaN;14253.0;0.0;55.2;0.0;0.0;0.0;9293.0;210.8;121.0;1437.0;8.1;183.2;47.0;NaN;NaN;NaN;NaN;431.7;124.0;14.6;NaN;14.1;NaN;47.2;6398.1;NaN;-10.6;71.0;3009.9;NaN;NaN;NaN;NaN;3112.3;147.6
Ивановская область;Город Иваново;Иваново;24701000001;57.0002777777778;40.9738888888889;2003;NaN;NaN;NaN;NaN;8.6;799.0;171.0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1262.5;11476.0;3141.0;19.2;3303.0;77.8;525.8;7.7;180.9;24.0;12223.9;10.9;7.7;NaN;1788.9;1733.0;1507.0;NaN;NaN;20.5;NaN;15648.0;0.0;73.7;0.0;0.0;0.0;9057.0;213.4;119.6;1717.0;8.1;190.3;47.0;18.4;98.1;265.5;60.8;424.4;124.0;14.8;NaN;14.1;NaN;44.5;7734.7;NaN;-10.6;71.0;4272.3;NaN;NaN;NaN;NaN;3937.9;145.1
Ивановская область;Город Иваново;Иваново;24701000001;57.0002777777778;40.9738888888889;2004;NaN;NaN;NaN;NaN;8.7;454.0;224.0;118.6;NaN;NaN;NaN;NaN;NaN;NaN;1823.5;9899.0;2971.0;18.9;3267.0;78.1;647.3;7.7;184.2;23.0;NaN;12.4;6.0;NaN;2203.5;2081.0;1676.0;NaN;NaN;21.4;NaN;17611.0;100.0;43.8;0.0;0.0;0.0;8809.0;210.6;119.4;2069.2;8.2;194.0;46.0;19.1;97.6;262.4;58.2;418.2;124.0;14.9;79.3;14.0;NaN;41.3;10576.4;125.8;-10.2;71.0;5537.2;NaN;NaN;NaN;NaN;4921.4;142.1
Ивановская область;Город Иваново;Иваново;24701000001;57.0002777777778;40.9738888888889;2005;NaN;NaN;NaN;NaN;8.7;724.0;264.5;108.7;NaN;NaN;NaN;51.0;246.0;NaN;2517.5;10935.0;2910.0;19.2;3310.0;80.1;864.8;7.2;175.1;23.0;NaN;17.7;13.7;NaN;2745.1;1570.0;1389.0;NaN;NaN;21.7;NaN;18338.0;0.0;58.6;0.0;0.0;0.0;8775.0;212.4;118.6;2572.5;8.1;196.2;45.0;19.7;97.1;259.8;56.2;413.1;124.0;15.3;79.1;14.0;NaN;38.4;13046.0;112.4;-10.5;71.0;6856.5;8288.4;10973.0;NaN;NaN;6346.4;137.7
Ивановская область;Город Иваново;Иваново;24701000001;57.0002777777778;40.9738888888889;2006;NaN;NaN;NaN;NaN;8.8;1245.0;309.3;95.0;NaN;NaN;NaN;68.0;244.0;NaN;5455.5;10751.0;3034.0;17.1;3311.0;81.0;1003.2;6.7;162.8;24.0;NaN;18.5;12.3;NaN;3273.7;NaN;NaN;1364.0;1182.0;22.08;NaN;16922.0;0.0;109.4;0.0;330.0;0.0;8863.0;216.7;118.3;2863.5;8.7;213.0;54.0;20.4;97.6;257.0;54.4;409.0;125.0;15.9;79.7;14.4;NaN;35.8;16730.6;119.5;-8.3;71.0;7720.9;10417.8;12365.6;NaN;NaN;8316.4;114.4
Ивановская область;Город Иваново;Иваново;24701000001;57.0002777777778;40.9738888888889;2007;NaN;NaN;NaN;NaN;9.3;1200.0;369.5;99.8;NaN;NaN;NaN;75.0;227.0;NaN;7433.1;9944.0;2908.0;16.1;3805.0;93.6;1359.3;6.6;162.2;24.0;NaN;25.4;10.5;NaN;4226.9;NaN;NaN;2065.0;1147.0;22.38;NaN;17708.0;0.0;92.2;290.0;150.0;0.0;8142.0;200.3;118.2;3670.8;9.3;228.7;54.0;21.1;98.6;254.1;53.8;406.5;125.0;16.2;77.8;15.1;NaN;34.0;23204.0;126.5;-6.8;70.0;9958.5;9141.5;16761.6;NaN;NaN;10597.1;115.3
Ивановская область;Город Иваново;Иваново;24701000001;57.0002777777778;40.9738888888889;2008;112617.917;53.0;17.9;NaN;9.9;1786.0;413.7;103.5;NaN;NaN;NaN;79.0;186.0;1.0;2926.7;8992.0;2756.0;16.5;3725.0;92.1;NaN;6.5;160.2;25.0;NaN;17.4;9.9;NaN;6676.4;NaN;NaN;2589.0;1344.0;22.74;NaN;18515.0;0.0;119.8;0.0;0.0;0.0;5155.0;127.4;118.0;4522.0;10.3;255.7;50.0;21.5;99.0;251.8;53.7;404.5;125.0;16.3;77.3;15.5;NaN;33.2;12012.1;116.0;-6.6;68.0;NaN;11054.9;17757.7;NaN;NaN;13428.8;108.0
Ивановская область;Город Иваново;Иваново;24701000001;57.0002777777778;40.9738888888889;2009;121665.324;52.5;16.7;NaN;10.8;1467.0;318.1;96.3;NaN;NaN;NaN;64.0;167.0;1.0;2760.1;7874.0;2366.0;16.1;3745.0;92.9;NaN;6.4;159.0;25.0;NaN;39.3;19.9;NaN;5561.4;NaN;NaN;5024.0;4185.0;23.1;NaN;20726.0;0.0;115.0;0.0;95.0;0.0;5125.0;127.2;119.1;6092.1;9.2;229.3;48.0;22.1;100.3;248.3;54.5;403.1;127.0;17.0;78.6;15.9;NaN;33.1;13015.6;92.5;-5.3;65.0;NaN;13203.2;15262.9;NaN;NaN;14724.1;102.0
Ивановская область;Город Иваново;Иваново;24701000001;57.0002777777778;40.9738888888889;2010;133059.0;49.6;15.3;10247.3;10.6;1744.0;389.2;132.1;NaN;NaN;NaN;72.0;194.0;2.0;2848.8;7693.0;2273.0;15.9;3837.0;94.0;NaN;6.5;158.1;25.0;NaN;28.6;19.7;NaN;7709.7;NaN;NaN;3622.0;2909.0;23.1;813.0;22264.0;0.0;134.8;0.0;120.0;0.0;5059.0;123.9;120.6;7573.9;9.4;230.3;50.0;23.1;103.2;248.9;56.3;408.4;129.0;17.3;NaN;16.0;5530.0;NaN;14359.7;108.2;-5.3;NaN;NaN;15829.6;20098.4;NaN;NaN;16385.0;98.2
Ивановская область;Город Иваново;Иваново;24701000001;57.0002777777778;40.9738888888889;2011;169395.4;39.0;12.1;27548.3;10.4;1851.0;532.1;120.0;NaN;NaN;NaN;80.0;199.0;1.0;2884.6;6521.0;2270.0;14.8;3794.0;92.8;NaN;6.3;154.5;25.0;NaN;25.0;17.7;4.1;7430.0;NaN;NaN;3105.0;1990.0;23.3;2249.0;21356.0;0.0;148.9;0.0;0.0;0.0;6210.0;151.9;121.2;8222.7;9.7;237.6;49.0;23.7;103.9;247.5;57.4;408.8;130.0;17.7;NaN;16.3;5545.0;NaN;17865.6;104.5;-4.4;NaN;NaN;16769.6;26984.5;NaN;NaN;18694.8;97.2
Ивановская область;Город Иваново;Иваново;24701000001;57.0002777777778;40.9738888888889;2012;171802.7;42.1;12.9;9359.2;11.2;1562.0;660.6;109.0;NaN;NaN;NaN;96.0;211.0;NaN;3142.5;6351.0;2424.0;14.7;3828.0;93.6;NaN;6.4;155.2;25.0;NaN;28.6;19.0;5.9;10281.6;NaN;NaN;1946.0;1328.0;23.5;1672.0;21090.0;0.0;125.5;50.0;0.0;NaN;5065.0;123.8;121.5;9062.1;9.9;241.5;51.0;24.4;104.6;245.5;59.0;409.1;130.0;18.4;NaN;17.1;6900.0;NaN;19933.2;109.4;-3.5;NaN;NaN;16758.2;31186.0;NaN;NaN;21623.2;98.9
Ивановская область;Город Иваново;Иваново;24701000001;57.0002777777778;40.9738888888889;2013;190992.7;44.7;14.2;6316.5;11.3;1654.0;728.3;98.2;NaN;NaN;NaN;74.0;199.0;NaN;3595.8;5998.0;2350.0;14.5;3246.0;79.3;NaN;6.3;153.8;25.0;NaN;23.8;16.8;5.0;14183.2;NaN;NaN;1385.0;1019.0;23.6;1468.0;23240.0;103.0;136.8;0.0;160.0;NaN;5044.0;123.3;122.0;9909.5;9.7;238.2;58.0;25.5;105.4;243.0;60.8;409.2;134.0;19.7;NaN;19.1;7699.0;NaN;22270.4;106.9;-3.2;NaN;NaN;16670.5;37504.2;NaN;NaN;24393.4;100.2
Ивановская область;Город Иваново;Иваново;24701000001;57.0002777777778;40.9738888888889;2014;198636.5;54.8;12.0;10303.4;11.2;2163.0;708.4;89.5;NaN;NaN;NaN;79.0;194.0;NaN;3146.7;6498.0;2309.0;14.7;3292.0;80.4;NaN;5.9;143.8;23.0;NaN;18.1;11.0;4.9;11738.6;NaN;NaN;1254.0;1010.0;23.7;1467.0;24736.0;0.0;151.3;125.0;220.0;NaN;5235.0;127.9;122.1;10735.0;10.1;246.6;58.0;26.5;106.5;240.1;62.7;409.3;135.0;20.8;NaN;19.8;NaN;NaN;27681.4;116.0;-3.5;NaN;NaN;16970.4;29941.4;NaN;NaN;26020.2;95.9
Ивановская область;Город Иваново;Иваново;24701000001;57.0002777777778;40.9738888888889;2015;203928.4;53.2;13.5;7260.6;11.8;2382.0;771.7;98.5;4792.0;82804.0;78012.0;72.0;192.0;NaN;1697.5;6535.0;2333.0;14.3;2892.0;70.9;NaN;5.7;138.7;24.0;NaN;29.3;22.2;2.5;6916.7;NaN;NaN;2082.0;1681.0;23.8;-208.0;25993.0;0.0;163.4;0.0;380.0;NaN;5101.0;125.0;122.6;11845.2;10.0;245.6;61.0;27.0;107.4;235.8;64.8;408.0;136.0;21.5;NaN;20.8;NaN;NaN;31242.1;95.1;-2.5;NaN;NaN;17190.0;26500.6;NaN;NaN;26286.7;91.6
Ивановская область;Город Иваново;Иваново;24701000001;57.0002777777778;40.9738888888889;2016;209966.3;53.5;13.5;6318.0;11.2;1625.0;938.6;104.8;4312.0;116658.0;112346.0;NaN;NaN;NaN;1297.9;6223.0;1946.0;14.3;2969.0;73.0;NaN;5.4;133.6;25.0;NaN;16.5;11.8;1.6;6916.8;NaN;NaN;1869.0;1400.0;23.9;167.0;24845.0;NaN;114.9;NaN;180.0;NaN;5235.0;128.6;123.0;12164.1;10.4;255.7;65.0;27.7;107.9;232.4;66.6;406.9;137.0;22.2;NaN;21.4;NaN;NaN;31169.3;98.8;-3.1;NaN;NaN;18459.6;31531.3;NaN;NaN;27716.0;87.2
Ивановская область;Город Иваново;Иваново;24701000001;57.0002777777778;40.9738888888889;2017;216907.7;49.2;14.4;5588.2;9.8;2374.0;1164.1;106.5;5076.0;127683.0;122607.0;NaN;NaN;NaN;1815.7;7498.0;1860.0;14.3;2942.0;72.4;NaN;5.4;132.6;25.0;NaN;19.1;12.0;5.6;8033.1;1764.0;911.0;1701.0;911.0;24.3;991.0;21832.0;NaN;181.4;NaN;0.0;NaN;5153.0;126.9;123.0;13040.2;10.4;257.0;64.0;28.0;108.4;230.3;67.4;406.1;136.0;22.6;NaN;21.7;NaN;NaN;36769.1;116.1;-4.5;NaN;NaN;18339.7;35076.4;NaN;1229.4;29496.4;81.9
Ивановская область;Город Иваново;Иваново;24701000001;57.0002777777778;40.9738888888889;2018;223998.2;51.3;15.4;9064.8;9.5;3524.0;1580.4;135.2;4096.0;130101.0;126005.0;NaN;NaN;NaN;529.1;NaN;NaN;14.1;2992.0;73.9;NaN;5.4;134.5;26.0;NaN;20.7;10.2;8.8;8800.6;1184.0;789.0;NaN;NaN;24.9;813.0;21383.0;NaN;239.5;NaN;0.0;NaN;5129.0;126.6;123.3;13799.4;10.7;265.0;67.0;27.9;108.9;228.2;68.0;405.1;NaN;23.1;NaN;22.0;NaN;NaN;42446.7;108.8;-4.6;NaN;NaN;18199.3;40942.0;NaN;1504.8;32462.7;81.7
Ивановская область;Город Иваново;Иваново;24701000001;57.0002777777778;40.9738888888889;2019;227810.0;53.1;15.5;9949.7;8.2;2259.0;1838.0;107.6;4472.0;145694.0;141222.0;NaN;NaN;NaN;2336.5;NaN;NaN;13.9;3011.0;74.4;NaN;5.4;133.1;26.0;NaN;24.7;17.8;4.9;9929.5;982.0;671.0;NaN;NaN;25.3;1875.0;19519.0;NaN;159.8;NaN;240.0;NaN;5030.0;124.3;121.5;14604.3;11.6;287.0;67.0;27.2;104.4;232.4;67.8;404.6;NaN;23.4;NaN;22.1;NaN;NaN;43696.3;97.8;-5.7;NaN;NaN;17540.4;42012.3;NaN;2504.4;35023.2;81.1
Иркутская область;Иркутск;Иркутск;25701000001;52.2863888888889;104.280555555556;1985;NaN;NaN;NaN;NaN;15.8;NaN;0.077;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5898.0;9.4;4259.0;71.0;0.037;10.6;176.4;33.0;1.5;NaN;NaN;NaN;0.182;NaN;NaN;NaN;NaN;13.6;NaN;NaN;510.0;227.5;150.0;280.0;NaN;7034.0;117.3;99.6;NaN;13.8;230.4;47.0;NaN;NaN;NaN;NaN;602.7;205.0;39.3;NaN;31.8;NaN;68.1;NaN;NaN;6.4;73.0;0.158;NaN;NaN;NaN;NaN;0.216;309.6
Иркутская область;Иркутск;Иркутск;25701000001;52.2863888888889;104.280555555556;1990;NaN;NaN;NaN;NaN;14.2;NaN;0.098;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4507.0;9.7;5128.0;87.3;0.102;11.6;197.5;34.0;1.5;NaN;NaN;NaN;0.318;NaN;NaN;NaN;NaN;14.6;NaN;NaN;276.0;249.6;0.0;465.0;NaN;7840.0;133.5;104.8;NaN;20.7;351.7;48.0;NaN;NaN;NaN;NaN;587.3;206.0;36.4;NaN;31.4;NaN;75.7;NaN;NaN;4.5;80.0;0.244;NaN;NaN;NaN;NaN;0.326;285.6
Иркутская область;Иркутск;Иркутск;25701000001;52.2863888888889;104.280555555556;1995;NaN;NaN;NaN;NaN;10.6;NaN;70.9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;17620.0;7580.0;15.3;5272.0;90.4;202.2;11.1;190.4;33.0;2414.0;NaN;NaN;NaN;617.1;10897.0;3293.0;NaN;NaN;16.9;NaN;NaN;0.0;107.3;50.0;0.0;240.0;7952.0;136.4;139.7;NaN;20.0;342.2;49.0;NaN;NaN;NaN;NaN;583.0;188.0;26.8;NaN;27.9;NaN;81.9;NaN;NaN;-4.7;91.0;1055.0;NaN;NaN;NaN;NaN;751.0;223.3
Иркутская область;Иркутск;Иркутск;25701000001;52.2863888888889;104.280555555556;1996;NaN;NaN;NaN;NaN;10.4;NaN;111.1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;628.0;16677.0;7760.0;13.7;5152.0;87.7;251.7;12.1;206.1;33.0;3186.0;35.0;13.0;NaN;1172.0;7187.0;4882.0;NaN;NaN;16.8;NaN;14783.0;200.0;93.6;930.0;145.0;540.0;8018.0;136.6;129.7;NaN;19.2;327.4;48.0;NaN;NaN;NaN;NaN;587.1;182.0;25.7;NaN;26.9;NaN;82.6;NaN;NaN;-3.3;89.0;1423.0;NaN;NaN;NaN;NaN;1211.0;211.0
Иркутская область;Иркутск;Иркутск;25701000001;52.2863888888889;104.280555555556;1997;NaN;NaN;NaN;NaN;10.4;NaN;214.3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;829.0;17240.0;7072.0;12.6;5584.0;94.6;292.1;11.5;194.7;31.0;5233.0;29.0;7.0;NaN;972.0;4167.0;3688.0;NaN;NaN;16.8;NaN;15710.0;106.0;70.8;0.0;0.0;1531.0;8322.0;140.9;132.0;NaN;19.4;328.5;46.0;NaN;NaN;NaN;NaN;590.5;170.0;24.5;NaN;25.5;NaN;84.1;NaN;NaN;-2.2;91.0;1863.0;NaN;NaN;NaN;NaN;1428.0;198.3
Иркутская область;Иркутск;Иркутск;25701000001;52.2863888888889;104.280555555556;1998;NaN;NaN;NaN;NaN;10.4;NaN;325.2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1068.0;19177.0;8924.0;12.6;5499.0;92.8;412.0;10.7;181.4;33.0;3939.0;30.0;6.0;NaN;1410.0;4459.0;4102.0;NaN;NaN;16.7;NaN;16675.0;0.0;88.9;0.0;0.0;0.0;8429.0;142.3;134.5;NaN;20.1;339.0;47.0;NaN;NaN;NaN;NaN;592.4;159.0;23.1;NaN;21.3;NaN;84.9;NaN;NaN;-2.2;91.0;2411.0;NaN;NaN;NaN;NaN;1550.0;190.3
